nome,ano,genero,generos_full,plataforma,plataformas_full,publisher,developer,nota,faixa_etaria,descricao,popularidade,playtime,tamanho_jogo,ratings_count,suggestions_count,engajamento_bruto,palavras_chave
Mutant Storm Reloaded,2005,Action,Action||Shooter||Arcade,Xbox 360,Xbox 360||PC,Microsoft Studios,PomPom Games,3.0,LIVRE,Mutant Storm Reloaded é um jogo de Action lançado em 2005 para Xbox 360. Ele possui nota média aproximada de 3.0/5 na base RAWG.,0.0335,1,curto,7,450,566.5,mutant storm reloaded action||shooter||arcade xbox 360||pc microsoft studios pompom games
Apprentice Arriving,2020,Action,Action||Adventure||RPG,PC,PC,Jewel Seeker Entertainment,Jewel Seeker Entertainment,0.0,N/A,Apprentice Arriving é um jogo de Action lançado em 2020 para PC.,0.0335,0,curto,0,568,568.0,apprentice arriving action||adventure||rpg pc jewel seeker entertainment jewel seeker entertainment
Nevertales: Smoke and Mirrors Collector's Edition,2017,Adventure,Adventure||Casual,PC,PC,Big Fish Games,Mad Head Games,0.0,N/A,Nevertales: Smoke and Mirrors Collector's Edition é um jogo de Adventure lançado em 2017 para PC.,0.0335,0,curto,0,563,567.0,nevertales: smoke and mirrors collector's edition adventure||casual pc big fish games mad head games
Dracula 2: The Last Sanctuary,2013,Adventure,Adventure||Casual,PC,PC||macOS||Android||iOS||PlayStation||Classic Macintosh,Microids,Microids,3.2,N/A,Dracula 2: The Last Sanctuary é um jogo de Adventure lançado em 2013 para PC. Ele possui nota média aproximada de 3.2/5 na base RAWG.,0.0335,1,curto,10,304,568.0,dracula 2: the last sanctuary adventure||casual pc||macos||android||ios||playstation||classic macintosh microids microids
Heroes Chronicles: All chapters,2000,Strategy,Strategy,PC,PC,Ubisoft Entertainment,New World Computing,0.0,LIVRE,Heroes Chronicles: All chapters é um jogo de Strategy lançado em 2000 para PC.,0.0335,0,curto,5,545,566.5,heroes chronicles: all chapters strategy pc ubisoft entertainment new world computing
Crazy Machines 1.5,2008,Strategy,Strategy||Casual,PC,PC,Viva Meda,Fakt Software,3.7,N/A,Crazy Machines 1.5 é um jogo de Strategy lançado em 2008 para PC. Ele possui nota média aproximada de 3.7/5 na base RAWG.,0.0335,1,curto,6,376,567.5,crazy machines 1.5 strategy||casual pc viva meda fakt software
Dustoff Heli Rescue,2014,Action,Action||Arcade||Casual||Indie,iOS,iOS||PC||macOS,Black Shell Media,Invictus,1.3,N/A,Dustoff Heli Rescue é um jogo de Action lançado em 2014 para iOS. Ele possui nota média aproximada de 1.3/5 na base RAWG.,0.0335,4,curto,6,401,567.0,dustoff heli rescue action||arcade||casual||indie ios||pc||macos black shell media invictus
Pro Cycling Manager Season 2012,2012,Strategy,Strategy||Sports,PC,PC||PlayStation 3,Focus Home Interactive,Cyanide Studio,0.0,N/A,Pro Cycling Manager Season 2012 é um jogo de Strategy lançado em 2012 para PC.,0.0335,11,medio,1,567,568.0,pro cycling manager season 2012 strategy||sports pc||playstation 3 focus home interactive cyanide studio
Death's Hangover,2017,Action,Action||Casual||Indie,PC,PC,Retro Army,Retro Army,3.9,N/A,Death's Hangover é um jogo de Action lançado em 2017 para PC. Ele possui nota média aproximada de 3.9/5 na base RAWG.,0.0335,3,curto,7,361,568.0,death's hangover action||casual||indie pc retro army retro army
RPG Maker MV,2015,,,PlayStation 4,PlayStation 4||Linux||PC||macOS,Degica,KADOKAWA,3.7,N/A,RPG Maker MV é um jogo de gênero indefinido lançado em 2015 para PlayStation 4. Ele possui nota média aproximada de 3.7/5 na base RAWG.,0.0335,4,curto,30,298,566.5,rpg maker mv  playstation 4||linux||pc||macos degica kadokawa
Dark Angels: Masquerade of Shadows,2017,Adventure,Adventure||Casual,PC,PC,Alawar Entertainment,Skywind Games,0.0,N/A,Dark Angels: Masquerade of Shadows é um jogo de Adventure lançado em 2017 para PC.,0.0335,4,curto,1,482,568.0,dark angels: masquerade of shadows adventure||casual pc alawar entertainment skywind games
EverQuest II: Kingdom of Sky,2006,RPG,RPG||Massively Multiplayer,PC,PC,Sony Interactive Entertainment,Sony Online Entertainment,0.0,N/A,EverQuest II: Kingdom of Sky é um jogo de RPG lançado em 2006 para PC.,0.0335,0,curto,3,560,567.0,everquest ii: kingdom of sky rpg||massively multiplayer pc sony interactive entertainment sony online entertainment
Quake Arena Arcade,0,Action,Action||Shooter,Xbox 360,Xbox 360,Bethesda Softworks,id Software,0.0,+17,Quake Arena Arcade é um jogo de Action para Xbox 360.,0.0335,2,curto,2,540,567.0,quake arena arcade action||shooter xbox 360 bethesda softworks id software
Code of Honor: The French Foreign Legion,2007,Action,Action||Shooter,PC,PC,City Interactive,City Interactive,0.0,N/A,Code of Honor: The French Foreign Legion é um jogo de Action lançado em 2007 para PC.,0.0335,0,curto,4,557,567.0,code of honor: the french foreign legion action||shooter pc city interactive city interactive
Chess Knight 2,2016,Strategy,Strategy||Casual,PC,PC,EnsenaSoft,EnsenaSoft,2.1,N/A,Chess Knight 2 é um jogo de Strategy lançado em 2016 para PC. Ele possui nota média aproximada de 2.1/5 na base RAWG.,0.0335,4,curto,8,280,567.0,chess knight 2 strategy||casual pc ensenasoft ensenasoft
Crouching Pony Hidden Dragon,2014,Action,Action||RPG||Indie,PC,PC,Neko Entertainment,Le Cortex,0.0,N/A,Crouching Pony Hidden Dragon é um jogo de Action lançado em 2014 para PC.,0.0335,1,curto,2,440,567.0,crouching pony hidden dragon action||rpg||indie pc neko entertainment le cortex
Esoteria,1997,Action,Action||Shooter,PC,PC,Mobeus Designs,Mobeus Designs,0.0,N/A,Esoteria é um jogo de Action lançado em 1997 para PC.,0.0335,0,curto,0,565,567.0,esoteria action||shooter pc mobeus designs mobeus designs
Texas Tango,2017,Action,Action||Casual||Indie,PC,PC,Eren Aydın,Eren Aydın,0.0,N/A,Texas Tango é um jogo de Action lançado em 2017 para PC.,0.0335,4,curto,0,548,567.0,texas tango action||casual||indie pc eren aydın eren aydın
Jeklynn Heights,2016,Action,Action||Adventure||Casual||Indie,PC,PC,Vex Studios,Vex Studios,0.0,N/A,Jeklynn Heights é um jogo de Action lançado em 2016 para PC.,0.0335,1,curto,1,533,567.0,jeklynn heights action||adventure||casual||indie pc vex studios vex studios
Raptor: Call of the Shadows (1994 Classic Edition),2014,Action,Action,PC,PC||macOS,Apogee Software,Cygnus Studios,3.2,N/A,Raptor: Call of the Shadows (1994 Classic Edition) é um jogo de Action lançado em 2014 para PC. Ele possui nota média aproximada de 3.2/5 na base RAWG.,0.0335,1,curto,10,309,567.0,raptor: call of the shadows (1994 classic edition) action pc||macos apogee software cygnus studios
Paladins Future's End Pack,2019,,,Xbox One,Xbox One,,,0.0,N/A,Paladins Future's End Pack é um jogo de gênero indefinido lançado em 2019 para Xbox One.,0.0335,0,curto,1,565,566.5,paladins future's end pack  xbox one
Rocketboarder,0,Action,Action,PC,PC,RealityRig,RealityRig,0.0,N/A,Rocketboarder é um jogo de Action para PC.,0.0335,0,curto,0,568,568.0,rocketboarder action pc realityrig realityrig
Copy Kitty,2016,Action,Action||Indie,PC,PC,Degica,Nuclear Strawberry,0.0,N/A,Copy Kitty é um jogo de Action lançado em 2016 para PC.,0.0335,5,curto,0,530,568.0,copy kitty action||indie pc degica nuclear strawberry
Legio,2010,Strategy,Strategy,PC,PC,Paradox Interactive,ICE Game Studios,0.0,N/A,Legio é um jogo de Strategy lançado em 2010 para PC.,0.0335,0,curto,0,566,568.0,legio strategy pc paradox interactive ice game studios
Heroes of Might and Magic 5: Bundle,2006,Strategy,Strategy,PC,PC,Ubisoft Entertainment,Nival Interactive,4.6,+13,Heroes of Might and Magic 5: Bundle é um jogo de Strategy lançado em 2006 para PC. Ele possui nota média aproximada de 4.6/5 na base RAWG.,0.0335,0,curto,11,534,566.5,heroes of might and magic 5: bundle strategy pc ubisoft entertainment nival interactive
End of Nations,2012,Strategy,Strategy||Massively Multiplayer,PC,PC,Trion World Network,Petroglyph,0.0,N/A,End of Nations é um jogo de Strategy lançado em 2012 para PC.,0.0335,2,curto,0,566,568.0,end of nations strategy||massively multiplayer pc trion world network petroglyph
Tunnel B1,1996,Action,Action||Simulation||Racing||Arcade,PC,PC||PlayStation||SEGA Saturn,Acclaim Entertainment,Kaiko,0.0,N/A,Tunnel B1 é um jogo de Action lançado em 1996 para PC.,0.0335,1,curto,5,451,568.0,tunnel b1 action||simulation||racing||arcade pc||playstation||sega saturn acclaim entertainment kaiko
Star Traders: Frontiers,2019,RPG,RPG||Strategy,Android,Android||iOS||macOS||PC||Linux,Trese Brothers,Trese Brothers,0.0,N/A,Star Traders: Frontiers é um jogo de RPG lançado em 2019 para Android.,0.0335,3,curto,3,470,566.5,star traders: frontiers rpg||strategy android||ios||macos||pc||linux trese brothers trese brothers
NUTZ,2018,Action,Action||Shooter||Platformer,PC,PC,,nutzgame,0.0,N/A,NUTZ é um jogo de Action lançado em 2018 para PC.,0.0335,0,curto,0,567,567.0,nutz action||shooter||platformer pc  nutzgame
Up And Up,2018,Action,Action||Adventure||Casual||Indie,PC,PC,Junitre Works,Junitre Works,0.0,N/A,Up And Up é um jogo de Action lançado em 2018 para PC.,0.0335,0,curto,0,567,567.0,up and up action||adventure||casual||indie pc junitre works junitre works
Fate/unlimited codes,2008,Arcade,Arcade||Fighting,PlayStation 2,PlayStation 2,Capcom,Type-Moon,0.0,N/A,Fate/unlimited codes é um jogo de Arcade lançado em 2008 para PlayStation 2.,0.0335,0,curto,2,560,567.0,fate/unlimited codes arcade||fighting playstation 2 capcom type-moon
Hatsune Miku: Project DIVA f,2012,Arcade,Arcade,PlayStation 3,PlayStation 3||PS Vita,SEGA,SEGA,4.2,+13,Hatsune Miku: Project DIVA f é um jogo de Arcade lançado em 2012 para PlayStation 3. Ele possui nota média aproximada de 4.2/5 na base RAWG.,0.0335,0,curto,34,448,567.0,hatsune miku: project diva f arcade playstation 3||ps vita sega sega
Crystal City,2017,Adventure,Adventure||Casual||Indie,Linux,Linux||macOS||PC,Dagestan Technology,7DOTS,2.8,+18,Crystal City é um jogo de Adventure lançado em 2017 para Linux. Ele possui nota média aproximada de 2.8/5 na base RAWG.,0.0335,4,curto,15,350,567.5,crystal city adventure||casual||indie linux||macos||pc dagestan technology 7dots
Paladins Legionnaire Pack,2019,,,PlayStation 4,PlayStation 4,,Hi-Rez Studios,0.0,+13,Paladins Legionnaire Pack é um jogo de gênero indefinido lançado em 2019 para PlayStation 4.,0.0335,0,curto,1,565,567.5,paladins legionnaire pack  playstation 4  hi-rez studios
Company of Heroes 2 Collection,2015,Strategy,Strategy||Simulation,macOS,macOS,Feral Interactive,Feral Interactive,0.0,+17,Company of Heroes 2 Collection é um jogo de Strategy lançado em 2015 para macOS.,0.0335,0,curto,0,566,567.0,company of heroes 2 collection strategy||simulation macos feral interactive feral interactive
Timelapse,1996,Adventure,Adventure||Puzzle,PC,PC,Nightdive Studios,GTE Entertainment,0.0,+13,Timelapse é um jogo de Adventure lançado em 1996 para PC.,0.0335,10,medio,1,526,567.0,timelapse adventure||puzzle pc nightdive studios gte entertainment
Zombie Playground,2016,Action,Action||Adventure||RPG||Indie,PC,PC||macOS,Stealth Studios,Stealth Studios,1.6,N/A,Zombie Playground é um jogo de Action lançado em 2016 para PC. Ele possui nota média aproximada de 1.6/5 na base RAWG.,0.0335,4,curto,8,351,566.5,zombie playground action||adventure||rpg||indie pc||macos stealth studios stealth studios
Brawl of Ages,2017,Action,Action||Strategy,Linux,Linux||PC||macOS,S2 Games,BNA Studios,2.1,N/A,Brawl of Ages é um jogo de Action lançado em 2017 para Linux. Ele possui nota média aproximada de 2.1/5 na base RAWG.,0.0335,1,curto,18,256,566.5,brawl of ages action||strategy linux||pc||macos s2 games bna studios
Telladar Chronicles: Reunion,0,Strategy,Strategy,PC,PC,,MindLink Studio,0.0,N/A,Telladar Chronicles: Reunion é um jogo de Strategy para PC.,0.0335,0,curto,0,568,568.0,telladar chronicles: reunion strategy pc  mindlink studio
STAR OCEAN - THE LAST HOPE - 4K & Full HD Remaster,2017,Action,Action||RPG,PC,PC||PlayStation 4,Square Enix,Square Enix,3.2,+13,STAR OCEAN - THE LAST HOPE - 4K & Full HD Remaster é um jogo de Action lançado em 2017 para PC. Ele possui nota média aproximada de 3.2/5 na base RAWG.,0.0335,3,curto,17,406,568.0,star ocean - the last hope - 4k & full hd remaster action||rpg pc||playstation 4 square enix square enix
Blacklight: Tango Down,2010,Action,Action||Shooter,PC,PC||Xbox 360,Ignition Entertainment,Zombie Studios,2.6,+13,Blacklight: Tango Down é um jogo de Action lançado em 2010 para PC. Ele possui nota média aproximada de 2.6/5 na base RAWG.,0.0335,1,curto,9,430,568.0,blacklight: tango down action||shooter pc||xbox 360 ignition entertainment zombie studios
Blitzkrieg: Burning Horizon,2004,Strategy,Strategy,PC,PC,cdv Software Entertainment,LaPlata Studios,0.0,N/A,Blitzkrieg: Burning Horizon é um jogo de Strategy lançado em 2004 para PC.,0.0335,0,curto,0,564,568.0,blitzkrieg: burning horizon strategy pc cdv software entertainment laplata studios
Sea of Lies: Burning Coast Collector's Edition,0,Adventure,Adventure||Casual,PC,PC,Big Fish Games,Eipix Entertainment,0.0,N/A,Sea of Lies: Burning Coast Collector's Edition é um jogo de Adventure para PC.,0.0335,1,curto,0,563,567.0,sea of lies: burning coast collector's edition adventure||casual pc big fish games eipix entertainment
Karma: Operation Barbarossa,2009,Action,Action||Shooter,PC,PC,Dragonfly,Dragonfly,0.0,N/A,Karma: Operation Barbarossa é um jogo de Action lançado em 2009 para PC.,0.0335,0,curto,0,565,568.0,karma: operation barbarossa action||shooter pc dragonfly dragonfly
BLOOD & GLORY: IMMORTALS,0,Action,Action,Android,Android,,Glu,0.0,N/A,BLOOD & GLORY: IMMORTALS é um jogo de Action para Android.,0.0335,0,curto,0,566,567.0,blood & glory: immortals action android  glu
Serious Sam 3 VR: BFE,2017,Action,Action||Indie,Linux,Linux||PC,Devolver Digital,Croteam,3.4,+17,Serious Sam 3 VR: BFE é um jogo de Action lançado em 2017 para Linux. Ele possui nota média aproximada de 3.4/5 na base RAWG.,0.0335,1,curto,8,441,568.0,serious sam 3 vr: bfe action||indie linux||pc devolver digital croteam
The Legend of Crystal Valley,2009,Adventure,Adventure||Indie,PC,PC,Sandlot Games,Cateia GAmes,0.0,N/A,The Legend of Crystal Valley é um jogo de Adventure lançado em 2009 para PC.,0.0335,0,curto,0,567,568.0,the legend of crystal valley adventure||indie pc sandlot games cateia games
2025: Battle for Fatherland,2010,Action,Action,PC,PC,,Primal Software,0.0,N/A,2025: Battle for Fatherland é um jogo de Action lançado em 2010 para PC.,0.0335,0,curto,0,566,567.0,2025: battle for fatherland action pc  primal software
The Nightmare Before Christmas: Oogie's Revenge,2004,,,PlayStation 2,PlayStation 2||Xbox,Capcom,Capcom,3.2,+10,The Nightmare Before Christmas: Oogie's Revenge é um jogo de gênero indefinido lançado em 2004 para PlayStation 2. Ele possui nota média aproximada de 3.2/5 na base RAWG.,0.0335,0,curto,5,554,568.0,the nightmare before christmas: oogie's revenge  playstation 2||xbox capcom capcom
Metal Unit,2019,Action,Action||Adventure||RPG||Indie,PC,PC,NEOWIZ,JellySnow Studio,0.0,N/A,Metal Unit é um jogo de Action lançado em 2019 para PC.,0.0335,1,curto,1,225,568.0,metal unit action||adventure||rpg||indie pc neowiz jellysnow studio
Gorky Zero: Beyond Honor,2003,Action,Action||Shooter,PC,PC,JoWooD Productions,Metropolis Software,0.0,N/A,Gorky Zero: Beyond Honor é um jogo de Action lançado em 2003 para PC.,0.0335,0,curto,4,551,566.5,gorky zero: beyond honor action||shooter pc jowood productions metropolis software
Joan Jade and the Gates to Xibalba,2010,,,PC,PC,Alawar Entertainment,Artifex Mundi,0.0,N/A,Joan Jade and the Gates to Xibalba é um jogo de gênero indefinido lançado em 2010 para PC.,0.0335,0,curto,0,566,567.0,joan jade and the gates to xibalba  pc alawar entertainment artifex mundi
RollerCoaster Tycoon 3: Wild!,2005,Strategy,Strategy,PC,PC,Atari,Frontier Developments,0.0,N/A,RollerCoaster Tycoon 3: Wild! é um jogo de Strategy lançado em 2005 para PC.,0.0335,21,longo,3,555,566.5,rollercoaster tycoon 3: wild! strategy pc atari frontier developments
Cooking Simulator,2019,Simulation,Simulation,Nintendo Switch,Nintendo Switch||Xbox One||PC,Forever Entertainment,Wastelands Interactive,3.8,N/A,Cooking Simulator é um jogo de Simulation lançado em 2019 para Nintendo Switch. Ele possui nota média aproximada de 3.8/5 na base RAWG.,0.0335,4,curto,24,381,566.5,cooking simulator simulation nintendo switch||xbox one||pc forever entertainment wastelands interactive
Alien Arena 2011,2010,Action,Action||Shooter,PC,PC,COR Entertainment,COR Entertainment,0.0,N/A,Alien Arena 2011 é um jogo de Action lançado em 2010 para PC.,0.0335,0,curto,0,567,568.0,alien arena 2011 action||shooter pc cor entertainment cor entertainment
Adam's Venture: Episode 3 - Revelations,2012,Adventure,Adventure,PC,PC,Iceberg Interactive,Vertigo Games,0.0,N/A,Adam's Venture: Episode 3 - Revelations é um jogo de Adventure lançado em 2012 para PC.,0.0335,0,curto,1,563,568.0,adam's venture: episode 3 - revelations adventure pc iceberg interactive vertigo games
NosTale,2009,Action,Action||Adventure||RPG||Massively Multiplayer,PC,PC,Gameforge 4D,Entwell,2.7,N/A,NosTale é um jogo de Action lançado em 2009 para PC. Ele possui nota média aproximada de 2.7/5 na base RAWG.,0.0335,1,curto,6,415,568.0,nostale action||adventure||rpg||massively multiplayer pc gameforge 4d entwell
Steel Legions,2011,Arcade,Arcade||Massively Multiplayer,PC,PC,Splitscreen Studios,Splitscreen Studios,0.0,N/A,Steel Legions é um jogo de Arcade lançado em 2011 para PC.,0.0335,0,curto,0,567,568.0,steel legions arcade||massively multiplayer pc splitscreen studios splitscreen studios
Thunder's Leaves,0,Action,Action||Adventure||Indie,PC,PC,Rock Path Collective,Andrey Gorkin,0.0,N/A,Thunder's Leaves é um jogo de Action para PC.,0.0335,0,curto,0,568,568.0,thunder's leaves action||adventure||indie pc rock path collective andrey gorkin
Icewind Dale: Heart of Winter,2001,RPG,RPG,PC,PC,Interplay Productions,Black Isle Studios,4.0,N/A,Icewind Dale: Heart of Winter é um jogo de RPG lançado em 2001 para PC. Ele possui nota média aproximada de 4.0/5 na base RAWG.,0.0335,88,longo,19,508,566.5,icewind dale: heart of winter rpg pc interplay productions black isle studios
